1257,1257,1,2459.36061
1256,1256,2,1592.47555
1251,1251,3,1860.87156
1249,1247,4,2117.25970
1255,1244,5,8229.15824
1263,1241,6,28101.34390
1241,1239,7,2028.87880
1239,1238,8,346.30827
1239,1237,9,558.22740
1237,1236,10,205.02108
1236,1235,11,350.77069
1234,1229,12,7635.53638
1242,1226,13,13774.78870
1227,1227,14,2040.32146
1215,1215,15,787.74694
1207,1207,16,2459.94072
1193,1196,17,2805.47427
1196,1193,18,3851.17090
1193,1188,19,3194.69957
1187,1186,20,833.28876
1181,1173,21,7406.57150
1188,1170,22,7940.12336
1162,1160,23,1557.83417
1161,1157,24,1747.24353
1161,1157,25,1665.82045
1149,1152,26,283.30750
1148,1145,27,716.13595
1156,1142,28,1155.70500
1147,1140,29,1836.83729
1147,1140,30,1700.06434
1143,1136,31,1101.00965
1157,1145,32,10115.50204
1131,1130,33,1493.79202
1139,1126,34,8079.40600
1124,1127,35,4321.29439
1127,1123,36,2159.91837
1135,1112,37,7304.83610
1111,1110,38,1032.27677
1134,1109,39,6753.93218
1106,1096,40,4772.61333
1093,1092,41,1463.50050
1122,1095,42,9666.47070
1117,1097,43,13273.32859
1091,1087,44,413.24936
1086,1078,45,1843.64670
1066,1061,46,2147.80037
1065,1063,47,5393.86586
1069,1055,48,7029.57310
1054,1053,49,308.46505
1055,1050,50,1885.36444
1053,1047,51,1896.52321
1047,1042,52,2196.52416
1038,1035,53,517.68012
1035,1030,54,2892.27824
1044,1027,55,5786.49689
1047,1021,56,6867.84146
1042,1020,57,4291.31837
1006,1002,58,2799.80600
992,992,59,2154.92583
989,984,60,2496.38699
1000,994,61,11326.02883
988,978,62,4065.62658
975,973,63,250.18319
970,969,64,1577.38260
982,976,65,3205.56945
955,956,66,919.38355
972,958,67,7595.87426
941,943,68,256.43608
947,946,69,302.82879
945,942,70,1591.94579
984,939,71,11211.19242
917,916,72,419.09160
907,907,73,3003.32586
904,902,74,857.75658
900,900,75,1956.93795
898,897,76,35.50844
875,871,77,1529.65995
874,868,78,1615.60129
879,863,79,7312.84834
858,861,80,429.70000
872,860,81,3255.22884
857,855,82,264.55867
867,859,83,641.22137
864,862,84,1424.83995
874,853,85,3692.68887
853,850,86,3149.56298
853,849,87,676.70030
850,849,88,226.53463
868,850,89,2933.45831
854,852,90,3063.37491
856,841,91,3715.16865
841,840,92,2482.29352
838,837,93,175.20519
861,831,94,11780.94817
831,827,95,1698.24641
837,828,96,2120.66700
828,825,97,340.55427
837,825,98,2396.24715
819,817,99,195.28117
819,813,100,1924.88931
828,811,101,5891.88663
825,811,102,5587.03212
811,810,103,127.51288
810,805,104,3612.77742
820,800,105,7928.17994
806,797,106,4607.09469
800,791,107,765.50371
791,789,108,182.83129
798,792,109,372.82770
784,784,110,1915.49727
774,775,111,144.69808
787,772,112,6788.34824
753,755,113,609.37628
753,755,114,624.23203
756,754,115,799.88630
754,756,116,602.29348
750,753,117,549.41567
748,750,118,537.40024
767,745,119,4133.31236
741,748,120,761.33521
741,750,121,1050.97900
785,739,122,9311.72629
732,733,123,1130.27182
732,741,124,1272.07953
734,731,125,352.05672
729,736,126,1504.15015
731,729,127,964.63063
733,732,128,2671.15144
728,745,129,3385.35113
751,726,130,7040.99775
731,722,131,2196.97006
712,704,132,1388.35468
706,703,133,3516.41667
699,694,134,404.28134
702,702,135,2431.41454
706,696,136,1736.68132
690,692,137,1272.87746
689,690,138,356.51930
689,688,139,141.86642
696,687,140,1527.50621
704,684,141,12736.32285
675,678,142,479.86463
675,678,143,462.28411
677,674,144,564.51365
717,676,145,9406.63390
687,676,146,3570.44763
711,672,147,8048.91760
710,671,148,8091.87300
669,675,149,1216.38840
670,660,150,3231.62500
692,666,151,3434.64705
663,669,152,656.05325
663,669,153,850.35230
662,658,154,277.74916
662,658,155,279.18084
668,676,156,1764.70729
687,668,157,3538.40386
696,655,158,6890.36258
652,650,159,148.99362
649,648,160,228.76975
648,650,161,347.63583
647,645,162,458.61309
643,641,163,517.31604
645,638,164,1544.72422
630,635,165,1074.13721
638,633,166,300.34102
645,633,167,2050.48771
642,634,168,5691.96997
631,623,169,974.12582
633,628,170,599.46561
647,627,171,3922.88731
627,625,172,384.15478
638,625,173,2487.40741
628,626,174,1380.55677
626,625,175,373.17294
623,613,176,700.64239
626,622,177,426.64792
622,618,178,967.60667
619,618,179,58.31984
628,619,180,782.65389
642,617,181,2866.18328
627,612,182,2436.93759
627,612,183,2652.04852
620,610,184,831.56143
620,610,185,985.14057
622,608,186,2827.88265
593,598,187,1156.92697
623,593,188,2646.91272
612,606,189,1225.24503
608,606,190,895.26618
608,601,191,1389.40861
618,601,192,2738.77382
593,590,193,399.75813
619,601,194,2818.36251
603,600,195,601.57483
603,594,196,1282.18870
592,592,197,924.66853
602,602,198,4720.50229
668,594,199,12651.64166
577,585,200,721.72470
583,570,201,965.15607
570,571,202,3595.90009
562,586,203,4741.10948
564,561,204,693.33477
561,560,205,530.03399
560,568,206,1208.05292
558,559,207,619.26317
559,557,208,204.45188
559,556,209,1937.45964
549,579,210,3527.28551
551,546,211,251.48757
558,539,212,1808.38111
560,533,213,2613.73414
569,529,214,8109.67208
535,537,215,297.06221
532,526,216,1804.07274
519,514,217,440.41081
518,516,218,346.74608
511,530,219,1987.15285
512,506,220,956.61847
513,507,221,511.27575
505,508,222,1513.70948
594,503,223,13776.04210
495,501,224,2109.80882
482,491,225,1697.36912
481,481,226,376.06882
477,478,227,860.92664
477,478,228,822.17876
481,469,229,1759.33577
469,464,230,1075.79097
459,453,231,1158.16032
459,453,232,1287.27046
453,457,233,1472.34731
459,451,234,1082.98244
445,445,235,1560.48532
459,439,236,2327.24095
439,443,237,385.81953
434,434,238,1652.19785
434,437,239,1828.44168
430,435,240,975.90396
428,433,241,5466.39211
428,426,242,6435.72847
413,413,243,1244.69071
402,407,244,1308.83297
410,410,245,1277.14139
406,406,246,445.13603
403,408,247,664.63785
393,392,248,426.11868
428,400,249,6178.07043
396,397,250,4026.09133
388,387,251,80.94249
380,381,252,130.45816
384,384,253,1984.67081
378,386,254,1222.77057
363,376,255,845.01208
371,363,256,407.49552
361,363,257,302.22437
361,360,258,112.00592
360,371,259,598.03600
360,371,260,635.76789
366,366,261,1513.37169
396,358,262,5010.97622
357,360,263,404.43110
345,346,264,335.99285
354,347,265,6514.07637
331,330,266,123.11861
331,329,267,117.73902
330,329,268,66.61964
326,327,269,166.22126
340,315,270,3548.93672
309,312,271,188.96832
312,305,272,323.69392
310,305,273,297.28977
302,310,274,1316.13122
305,301,275,1015.58218
301,302,276,442.06655
300,309,277,1223.58671
300,301,278,174.70924
298,300,279,701.17360
306,294,280,1671.93053
285,324,281,5122.07315
285,284,282,1350.16763
290,293,283,484.80336
289,290,284,174.74133
277,290,285,611.11109
317,279,286,4739.50874
272,274,287,613.08971
269,272,288,649.14395
267,274,289,1268.71403
267,274,290,1309.41028
267,271,291,977.68967
317,268,292,4727.10965
266,267,293,293.85672
266,264,294,498.21062
261,266,295,1107.51721
261,264,296,599.49077
256,261,297,863.29320
250,257,298,4171.26612
255,261,299,906.85185
264,255,300,2079.30691
255,248,301,929.05638
247,256,302,1266.74216
248,247,303,567.79127
245,247,304,217.36812
248,245,305,763.62220
319,246,306,7477.62348
319,244,307,6822.82936
249,249,308,1776.21812
231,234,309,4637.00285
225,227,310,982.08248
222,225,311,199.24483
217,226,312,1902.37142
216,213,313,936.56825
214,215,314,82.28496
211,214,315,421.04976
211,215,316,407.16426
216,204,317,3483.20756
202,204,318,3924.94340
196,200,319,2173.09008
200,193,320,7586.69005
193,208,321,3817.79680
195,194,322,350.71044
208,193,323,3780.66114
196,200,324,2770.76034
182,184,325,76.32988
177,177,326,294.57254
184,181,327,966.41796
203,173,328,2909.10486
181,174,329,1084.37779
179,172,330,328.88799
172,170,331,208.32652
168,166,332,858.69346
167,164,333,933.92656
169,163,334,1877.60649
162,171,335,1421.08878
162,168,336,2909.55670
161,159,337,91.47105
158,165,338,5255.16455
163,162,339,1318.75442
159,154,340,624.62116
161,154,341,648.56190
164,154,342,2237.87845
142,140,343,648.39267
143,139,344,3963.78097
135,132,345,165.48738
132,128,346,1606.77755
145,127,347,4759.82498
129,125,348,220.14566
127,125,349,466.98591
125,124,350,72.69754
127,124,351,389.06814
122,126,352,674.97847
122,126,353,706.24383
143,115,354,4239.87632
148,104,355,14964.61850
106,99,356,2580.37287
94,96,357,2295.56415
96,93,358,8835.80956
93,91,359,4145.02665
84,85,360,1566.07177
82,80,361,619.85630
78,87,362,2591.90769
82,79,363,542.54065
61,86,364,4761.42025
73,65,365,1217.80581
66,62,366,816.39167
70,59,367,2211.66820
48,60,368,2945.68200
63,50,369,2403.99543
53,51,370,165.59579
46,41,371,2132.64325
42,40,372,10010.53722
42,38,373,880.25290
39,37,374,2393.66502
37,35,375,1929.10630
37,34,376,1276.77423
41,33,377,3552.65458
35,31,378,1757.24544
22,21,379,1130.87742
22,21,380,1186.71670
26,18,381,5387.44588
21,15,382,5054.15150
15,14,383,992.17221
15,14,384,1022.56668
12,10,385,340.11417
16,9,386,7139.12889
9,8,387,385.34850
9,7,388,242.90829
11,4,389,3559.35189
11,6,390,2554.81113
16,5,391,4325.86688
20,3,392,7572.48846
10,2,393,2888.96336
10,1,394,2125.14196
1264,1259,395,5149.56342
1265,1217,396,46224.13177
1271,1252,397,12775.55242
1268,1260,398,4595.32696
1269,1253,399,11063.40288
1267,1258,400,4691.96538
1266,1255,401,8689.78080
1261,1240,402,26101.35019
1262,1248,403,9974.30623
1255,1254,404,3682.69944
1270,1246,405,14495.94059
1254,1250,406,8724.48652
1252,1249,407,2454.90011
1252,1243,408,9296.85734
1250,1245,409,11214.90136
1249,1225,410,18053.50667
1250,1242,411,4494.34186
1247,1232,412,16216.04597
1247,1223,413,22571.61804
1254,1234,414,14207.90778
1242,1216,415,33340.25338
1241,1233,416,15672.09010
1236,1231,417,5627.43975
1233,1230,418,15923.24987
1234,1209,419,20239.46970
1233,1224,420,12316.93479
1232,1203,421,32084.43419
1231,1200,422,40002.22237
1232,1221,423,13510.97451
1230,1211,424,16202.09832
1231,1206,425,22041.35443
1230,1222,426,10885.68114
1228,1228,427,2421.66802
1224,1219,428,9514.72081
1224,1208,429,9743.09307
1237,1218,430,30382.64093
1220,1202,431,33922.78604
1212,1208,432,6075.73495
1214,1205,433,8885.02922
1218,1194,434,35657.20404
1213,1211,435,5815.34878
1208,1210,436,13634.25757
1211,1199,437,12915.36874
1218,1196,438,16681.67972
1204,1197,439,21483.73743
1198,1195,440,14427.54354
1201,1187,441,8290.64673
1192,1188,442,12014.15511
1190,1189,443,6223.69171
1191,1181,444,10434.48490
1190,1168,445,21306.30156
1187,1166,446,11650.13917
1190,1182,447,11579.78237
1185,1177,448,12149.95655
1184,1174,449,8626.84279
1186,1150,450,21414.80741
1181,1180,451,1743.74982
1179,1177,452,1079.60950
1178,1165,453,6341.73777
1183,1177,454,10742.20124
1176,1155,455,15219.86478
1175,1162,456,17986.77352
1186,1163,457,9774.39388
1173,1170,458,3600.01780
1172,1168,459,2277.38093
1171,1138,460,10887.13937
1173,1169,461,8558.49249
1170,1161,462,4949.11581
1168,1165,463,2500.76957
1167,1160,464,6404.64533
1164,1086,465,19483.64378
1160,1133,466,6427.07859
1165,1130,467,19665.25916
1162,1155,468,7993.40122
1156,1127,469,5914.64586
1159,1027,470,39371.71111
1156,1148,471,18021.21495
1146,1146,472,4219.64461
1146,1147,473,1402.44284
1148,1143,474,406.72854
1145,1136,475,1642.41319
1153,1111,476,14060.64659
1154,1112,477,10451.42088
1158,1130,478,8154.02374
1151,1105,479,13621.85249
1140,1132,480,2327.38879
1141,1120,481,7159.45316
1136,1129,482,1206.57823
1143,1129,483,2898.85797
1155,1113,484,11077.15758
1137,1081,485,15781.94327
1144,1086,486,16375.24619
1126,1106,487,6396.70178
1128,1126,488,7351.47762
1123,1118,489,3911.61389
1123,1098,490,9078.56268
1125,1108,491,9084.63986
1129,1126,492,7727.04094
1121,1073,493,19763.12824
1120,1113,494,8033.06219
1120,1119,495,5669.09797
1115,1082,496,9335.83196
1106,1071,497,30401.33188
1106,1098,498,13995.19925
1102,1019,499,29758.82258
1107,1090,500,12029.81069
1113,1111,501,13602.56201
1104,1098,502,8111.12418
1114,1077,503,10215.63675
1103,1101,504,862.01018
1099,1073,505,8053.97362
1112,1082,506,9836.01391
1100,1087,507,2483.35417
1098,1091,508,2395.39680
1094,1075,509,7428.29888
1087,1066,510,8958.51707
1116,1029,511,23885.30502
1091,1084,512,5562.56966
1103,1076,513,6653.86022
1103,1080,514,9271.40737
1087,1072,515,7127.37608
1089,1067,516,9447.27956
1085,1051,517,10722.03565
1081,1077,518,1787.39212
1081,1078,519,1941.80439
1045,1088,520,13273.58320
1082,1078,521,7855.21558
1077,1016,522,20391.49275
1073,1068,523,2154.92392
1074,1065,524,2708.80434
1079,1029,525,13393.80638
1066,1043,526,7950.56111
1083,1048,527,9774.01683
1062,1043,528,9185.58604
1065,1054,529,9716.17618
1064,1026,530,9735.87071
1070,1023,531,10876.47767
1059,1050,532,13586.55094
1055,988,533,31506.52513
1032,1041,534,18303.40052
1054,1005,535,20230.14241
1060,1000,536,25056.65375
1056,1018,537,10623.59776
1057,1042,538,5229.25160
1043,1038,539,1489.52805
1052,1037,540,5224.37646
1040,1039,541,665.25811
1058,1037,542,5714.40434
1038,1037,543,283.77749
1037,1035,544,664.84031
1049,1022,545,7930.10657
1030,1025,546,20608.22360
1030,1017,547,6887.29085
1050,1031,548,8552.53441
1033,1013,549,7975.01134
1053,1001,550,20024.63597
1010,1014,551,15532.43813
1046,1002,552,10781.69582
1028,1015,553,7123.24221
1020,1011,554,7207.58153
1029,1006,555,7952.57676
1024,999,556,7402.67717
1027,999,557,10462.96929
1034,1009,558,6703.18864
1036,1007,559,13275.81158
1020,1008,560,3423.04008
1010,1012,561,10433.09676
1010,988,562,24110.75970
1008,1003,563,6704.09774
1002,966,564,18267.93507
1004,975,565,13554.63890
1008,998,566,7456.61531
1006,1000,567,5315.01187
993,987,568,32454.90185
997,994,569,7484.07706
990,991,570,4149.84858
991,989,571,4398.61063
991,982,572,2074.30377
989,984,573,7173.10218
994,978,574,11371.67074
996,970,575,5832.45642
980,939,576,26638.39018
987,980,577,2712.44391
995,959,578,8026.36260
987,967,579,7915.87482
999,973,580,4793.19309
985,975,581,12348.09005
979,872,582,25738.78223
983,978,583,7621.10664
977,966,584,9490.14029
984,971,585,3426.74845
970,956,586,4109.11799
980,951,587,16245.73547
971,960,588,6300.15385
981,948,589,22882.77535
967,953,590,9665.65263
965,940,591,12097.98485
986,958,592,16089.93178
968,948,593,6489.06211
974,947,594,9224.61034
973,952,595,5255.91892
967,961,596,8263.77153
966,933,597,12465.09774
984,964,598,4525.71856
971,931,599,9822.51013
982,950,600,6951.47905
963,945,601,6956.43084
964,934,602,6779.21518
961,957,603,3772.19726
957,938,604,14457.92151
956,940,605,4517.16148
958,947,606,6155.76990
952,942,607,2614.92977
952,945,608,2345.36486
957,946,609,14228.08213
961,954,610,6514.30525
962,908,611,29480.57359
964,928,612,8438.15476
949,929,613,8113.70782
946,944,614,1727.37613
944,936,615,6222.94303
942,933,616,1576.25773
940,909,617,10199.50596
944,896,618,34816.90702
948,919,619,13042.76814
939,920,620,8928.77773
937,925,621,20954.31235
935,909,622,10702.44300
933,929,623,1359.45029
930,910,624,5676.67965
932,913,625,22617.89291
928,918,626,6871.12192
924,913,627,35552.43629
927,888,628,10855.53437
926,922,629,7331.00995
928,911,630,8347.81354
929,919,631,4319.61507
923,922,632,8455.45011
923,917,633,12556.37895
914,912,634,10737.19898
923,905,635,10813.39739
917,893,636,11842.14041
922,913,637,15694.26635
919,908,638,2463.87919
921,904,639,15370.86451
916,885,640,26002.79951
915,903,641,6246.51208
909,894,642,3712.36945
908,896,643,3306.01293
916,873,644,20755.76587
904,892,645,15788.08300
901,895,646,6082.15427
894,889,647,9886.30831
900,892,648,11569.02735
896,888,649,4909.75318
902,891,650,7646.65070
890,878,651,5731.17727
893,882,652,7796.96544
902,874,653,20645.30481
892,886,654,14568.71863
884,880,655,8846.40343
906,885,656,6610.72259
899,885,657,9167.23374
894,878,658,4732.16319
870,883,659,2940.61430
877,875,660,8970.71935
893,840,661,22004.52676
888,856,662,6392.62573
887,866,663,5777.77736
876,875,664,4933.66179
876,832,665,8622.35845
878,865,666,4212.85339
876,869,667,7431.80091
868,869,668,14677.83666
881,880,669,24430.34718
872,856,670,3314.87698
869,844,671,3168.69980
880,848,672,15707.82217
861,857,673,334.60823
871,776,674,17477.13799
857,826,675,5341.28173
860,807,676,14066.00169
871,864,677,7956.28658
856,803,678,16418.04273
870,860,679,5720.96561
859,851,680,8641.08164
846,854,681,5676.77317
854,846,682,3872.71970
849,833,683,3932.20379
842,784,684,46096.69791
844,839,685,1253.31108
833,845,686,8990.36703
844,830,687,3644.94276
840,815,688,9855.38045
862,843,689,10527.56042
846,838,690,3112.28833
847,808,691,12577.21341
839,802,692,18043.12680
839,835,693,663.84572
831,762,694,16049.82235
859,836,695,10230.07645
833,824,696,8520.19230
835,796,697,12442.98618
870,823,698,17659.69167
827,780,699,8231.76491
841,812,700,10697.14334
823,808,701,4197.96292
838,824,702,2971.36003
862,818,703,11056.64557
840,820,704,4725.32573
824,804,705,6881.28437
827,823,706,5794.88871
826,819,707,1367.62851
826,819,708,1230.73592
816,833,709,17987.10341
834,820,710,10863.74775
864,822,711,6069.42223
821,797,712,12098.41918
829,816,713,4107.61471
822,814,714,7862.00512
816,798,715,6344.14023
798,788,716,12713.62238
835,809,717,8874.39427
822,747,718,14182.39022
803,783,719,14835.86144
808,783,720,5740.14478
815,803,721,8820.76303
810,806,722,14238.77986
815,800,723,2833.11784
793,790,724,6095.66943
806,787,725,8325.66534
801,770,726,6261.25818
799,795,727,7084.16089
791,790,728,605.04382
792,794,729,6947.75079
790,779,730,3937.97915
797,756,731,12785.05266
786,727,732,10199.39116
781,773,733,7317.19278
792,771,734,9441.52529
781,778,735,6728.06866
783,715,736,14644.93578
781,749,737,7754.41656
779,778,738,4479.56402
775,738,739,11687.40179
778,670,740,24486.84091
773,775,741,707.27682
782,737,742,10497.47085
758,712,743,19320.29081
789,767,744,7317.60749
773,746,745,5291.81870
777,737,746,7267.14934
787,768,747,5175.94309
789,752,748,8787.05049
764,769,749,3490.73620
748,763,750,2235.70302
755,767,751,2580.88471
779,759,752,4104.99545
757,761,753,854.99582
765,707,754,13480.33721
734,745,755,4064.46202
754,734,756,4156.37912
743,714,757,9408.66965
733,752,758,3258.72177
746,723,759,7633.43177
752,629,760,27000.53956
728,721,761,1470.66548
760,711,762,9438.97140
746,713,763,8201.22461
726,710,764,6075.71405
724,727,765,1130.61772
727,724,766,955.29842
726,717,767,8818.59166
742,706,768,7251.13991
735,717,769,5708.54036
730,708,770,12670.27585
766,651,771,21251.74250
699,728,772,5900.58341
678,729,773,8866.25448
734,700,774,6299.14353
719,744,775,7490.85710
686,737,776,24165.93020
698,740,777,13117.16165
